lock type,id,cpuid,loop,lock_acquires,lock_hold(ms),duration
CC Synch,0,0,1198258,33785,34.182,2
CC Synch,1,1,3690951,34086,102.524,2
CC Synch,2,2,1142959,33041,33.378,2
CC Synch,3,3,3595218,33798,101.682,2
CC Synch,4,4,1227580,33575,33.998,2
CC Synch,5,5,3669099,33814,101.691,2
CC Synch,6,6,1231019,33695,34.103,2
CC Synch,7,7,3586885,33330,100.209,2
CC Synch,8,8,1233957,33827,34.290,2
CC Synch,9,9,3524238,33143,99.702,2
CC Synch,10,10,1182707,33536,33.917,2
CC Synch,11,11,3592151,33394,100.435,2
CC Synch,12,12,1233755,33722,34.144,2
CC Synch,13,13,3683791,33787,101.599,2
CC Synch,14,14,1215359,33303,33.730,2
CC Synch,15,15,3664057,33683,101.330,2
CC Synch,16,16,1233974,33768,34.210,2
CC Synch,17,17,3598190,33413,100.491,2
CC Synch,18,18,1173192,33371,33.734,2
CC Synch,19,19,3615250,33521,100.817,2
CC Synch,20,20,1218602,33949,34.356,2
CC Synch,21,21,3601546,33330,100.232,2
CC Synch,22,22,1237234,34044,34.459,2
CC Synch,23,23,3634420,33419,100.477,2
CC Synch,24,24,1222642,33620,34.034,2
CC Synch,25,25,3633241,33646,101.173,2
CC Synch,26,26,1171449,33187,33.565,2
CC Synch,27,27,3628044,33764,101.554,2
CC Synch,28,28,1225822,34004,34.412,2
CC Synch,29,29,3708102,34269,103.039,2
CC Synch,30,30,1228898,33596,34.037,2
CC Synch,31,31,3616689,33604,101.067,2
