lock type,id,cpuid,loop,lock_acquires,lock_hold(ms),duration
Flat Combining,0,0,90166715,4666,4666.436,120
Flat Combining,1,1,270471788,4680,14040.439,120
Flat Combining,2,2,90005301,4680,4680.430,120
Flat Combining,3,3,271419065,4680,14040.448,120
Flat Combining,4,4,90068342,4680,4680.422,120
Flat Combining,5,5,270217470,4680,14040.443,120
Flat Combining,6,6,89813514,4680,4680.450,120
Flat Combining,7,7,270553236,4680,14040.442,120
Flat Combining,8,8,90074073,4681,4681.448,120
Flat Combining,9,9,271571685,4681,14043.439,120
Flat Combining,10,10,90437330,4681,4681.438,120
Flat Combining,11,11,270310350,4681,14043.440,120
Flat Combining,12,12,90150381,4681,4681.444,120
Flat Combining,13,13,270495661,4681,14043.449,120
Flat Combining,14,14,89606621,4681,4681.440,120
Flat Combining,15,15,270160118,4662,13986.431,120
